timestamp,node,algorithm,cycle,exec_time_ms,trust_score
1786388712.2867177,CRYPTO_NODE,ECC,8,111.53,100.0
1786388712.4093087,CRYPTO_NODE,ECC,9,111.6,100.0
1786388712.530585,CRYPTO_NODE,ECC,10,111.46,100.0
1786388712.6526089,CRYPTO_NODE,ECC,11,111.45,100.0
1786388712.7757819,CRYPTO_NODE,ECC,12,111.5,100.0
1786388712.8961887,CRYPTO_NODE,ECC,13,111.44,100.0
1786388713.0175834,CRYPTO_NODE,ECC,14,111.6,100.0
1786388713.1400003,CRYPTO_NODE,ECC,15,111.51,100.0
1786388713.352195,CRYPTO_NODE,ECC,16,111.62,100.0
1786388713.459083,CRYPTO_NODE,ECC,17,111.52,100.0
1786388713.5668125,CRYPTO_NODE,ECC,18,111.75,100.0
1786388713.6741343,CRYPTO_NODE,ECC,19,111.47,100.0
1786388713.7823179,CRYPTO_NODE,ECC,20,111.57,100.0
1786388713.890376,CRYPTO_NODE,ECC,21,111.62,100.0
1786388713.9979775,CRYPTO_NODE,ECC,22,111.53,100.0
1786388714.1149857,CRYPTO_NODE,ECC,23,111.54,100.0
1786388714.3258812,CRYPTO_NODE,ECC,24,111.31,100.0
1786388714.432901,CRYPTO_NODE,ECC,25,111.57,100.0
1786388714.5406392,CRYPTO_NODE,ECC,26,111.48,100.0
1786388714.6474214,CRYPTO_NODE,ECC,27,111.53,100.0
1786388714.75461,CRYPTO_NODE,ECC,28,111.54,100.0
1786388714.8622453,CRYPTO_NODE,ECC,29,111.48,100.0
1786388714.9687786,CRYPTO_NODE,ECC,30,111.63,100.0
1786388715.0888035,CRYPTO_NODE,ECC,31,111.65,100.0
1786388715.3012693,CRYPTO_NODE,ECC,32,111.52,100.0
1786388715.4091394,CRYPTO_NODE,ECC,33,111.66,100.0
1786388715.5168502,CRYPTO_NODE,ECC,34,111.64,100.0
1786388715.6243062,CRYPTO_NODE,ECC,35,111.56,100.0
1786388715.732106,CRYPTO_NODE,ECC,36,111.46,100.0
1786388715.8394718,CRYPTO_NODE,ECC,37,111.52,100.0
1786388715.9460235,CRYPTO_NODE,ECC,38,111.54,100.0
1786388716.0641506,CRYPTO_NODE,ECC,39,111.59,100.0
1786388716.1858587,CRYPTO_NODE,ECC,40,111.36,100.0
1786388716.3066847,CRYPTO_NODE,ECC,41,111.46,100.0
1786388716.427943,CRYPTO_NODE,ECC,42,111.63,100.0
1786388716.5497453,CRYPTO_NODE,ECC,43,111.55,100.0
1786388716.6718252,CRYPTO_NODE,ECC,44,111.51,100.0
1786388716.7935436,CRYPTO_NODE,ECC,45,111.41,100.0
1786388716.9147239,CRYPTO_NODE,ECC,46,111.44,100.0
1786388717.0359175,CRYPTO_NODE,ECC,47,111.44,100.0
1786388717.1573782,CRYPTO_NODE,ECC,48,111.6,100.0
1786388717.280674,CRYPTO_NODE,ECC,49,111.41,100.0
1786388717.400664,CRYPTO_NODE,ECC,50,111.55,100.0
1786388717.5236764,CRYPTO_NODE,ECC,51,111.6,100.0
1786388717.6446073,CRYPTO_NODE,ECC,52,111.47,100.0
1786388717.7660959,CRYPTO_NODE,ECC,53,111.41,100.0
1786388717.8875418,CRYPTO_NODE,ECC,54,111.58,100.0
1786388718.0096316,CRYPTO_NODE,ECC,55,111.65,100.0
1786388718.1315145,CRYPTO_NODE,ECC,56,111.58,100.0
1786388718.3440008,CRYPTO_NODE,ECC,57,111.5,100.0
1786388718.4509208,CRYPTO_NODE,ECC,58,111.6,100.0
1786388718.558584,CRYPTO_NODE,ECC,59,111.53,100.0
1786388718.6651373,CRYPTO_NODE,ECC,60,111.44,100.0
1786388718.7729821,CRYPTO_NODE,ECC,61,111.61,100.0
1786388718.8796704,CRYPTO_NODE,ECC,62,111.54,100.0
1786388718.9873536,CRYPTO_NODE,ECC,63,111.43,100.0
1786388719.1053874,CRYPTO_NODE,ECC,64,111.7,100.0
1786388719.317183,CRYPTO_NODE,ECC,65,111.66,100.0
1786388719.4247134,CRYPTO_NODE,ECC,66,111.58,100.0
1786388719.5326371,CRYPTO_NODE,ECC,67,111.64,100.0
1786388719.6406257,CRYPTO_NODE,ECC,68,111.57,100.0
1786388719.7474287,CRYPTO_NODE,ECC,69,111.56,100.0
1786388719.854657,CRYPTO_NODE,ECC,70,111.66,100.0
1786388719.9618795,CRYPTO_NODE,ECC,71,111.61,100.0
1786388720.082077,CRYPTO_NODE,ECC,72,111.52,100.0
1786388720.3010018,CRYPTO_NODE,ECC,73,111.49,100.0
1786388720.4085522,CRYPTO_NODE,ECC,74,111.53,100.0
1786388720.515314,CRYPTO_NODE,ECC,75,111.64,100.0
1786388720.6231873,CRYPTO_NODE,ECC,76,111.44,100.0
1786388720.7307255,CRYPTO_NODE,ECC,77,111.38,100.0
1786388720.8376286,CRYPTO_NODE,ECC,78,111.46,100.0
1786388720.9462574,CRYPTO_NODE,ECC,79,111.49,100.0
1786388721.0548155,CRYPTO_NODE,ECC,80,111.48,100.0
1786388724.1096392,CRYPTO_NODE,ECC,81,111.7,100.0
1786388730.1834342,CRYPTO_NODE,ZKP,0,334.66,100.0
1786388730.1915739,CRYPTO_NODE,ZKP,1,334.67,100.0
1786388730.1975768,CRYPTO_NODE,ZKP,2,334.56,100.0
1786388730.203251,CRYPTO_NODE,ZKP,3,334.57,100.0
1786388730.2086773,CRYPTO_NODE,ZKP,4,334.54,100.0
1786388730.2142808,CRYPTO_NODE,ZKP,5,334.63,100.0
1786388730.2200549,CRYPTO_NODE,ZKP,6,334.58,100.0
1786388730.2254963,CRYPTO_NODE,ZKP,7,334.62,100.0
1786388730.3332777,CRYPTO_NODE,ZKP,8,334.66,100.0
1786388730.640423,CRYPTO_NODE,ZKP,9,334.6,100.0
1786388730.9478972,CRYPTO_NODE,ZKP,10,334.89,100.0
1786388731.2774422,CRYPTO_NODE,ZKP,11,334.47,100.0
1786388731.622449,CRYPTO_NODE,ZKP,12,334.83,100.0
1786388731.965385,CRYPTO_NODE,ZKP,13,334.74,100.0
1786388732.3087816,CRYPTO_NODE,ZKP,14,334.95,100.0
1786388732.5194802,CRYPTO_NODE,ECC,0,111.6,100.0
1786388732.626957,CRYPTO_NODE,ECC,1,111.49,100.0
